subset,filename,classification,cbct_score,reasons,min_hu,max_hu,mean_hu,std_hu,range_hu,voxel_x,voxel_y,voxel_z,is_isotropic
trainB,patient_24.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-700.4711562646057,425.32306250240856,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_26.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-813.752243864575,363.71098841217304,3976.0,1.0273000001907349,1.0273000001907349,3.0,False
trainB,patient_27.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-792.4572003889423,375.40197141241623,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_28.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-843.0367931868662,347.83052204184713,3976.0,1.1289000511169434,1.1289000511169434,3.0,False
trainB,patient_29.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-739.2762390923755,427.30938160679716,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_3.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-778.3395129930524,402.25254368594807,3976.0,1.0312999486923218,1.0312999486923218,3.0,False
trainB,patient_30.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-800.1689994190855,368.4932188991804,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_31.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-724.4125437268975,419.28095538988515,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_32.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-801.3802725626995,372.304575926872,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_33.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-788.0989988788202,386.6085615491758,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_34.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-710.9129982029775,425.31985009423113,3976.0,1.0527000427246094,1.0527000427246094,3.0,False
trainB,patient_36.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-744.1729802393323,412.7570988894934,3976.0,1.1620999574661255,1.1620999574661255,3.0,False
trainB,patient_37.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-676.0702932720661,443.1494494970708,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_39.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-728.0940440708185,417.04326586167275,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_4.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-780.6115104666148,400.62271565997304,3976.0,1.0,1.0,3.0,False
trainB,patient_40.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-816.590624018644,366.149920816585,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_42.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-718.6681945923692,427.4309027709503,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_43.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-668.6247399948987,443.6417004939609,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_44.nii.gz,LIKELY_CT,1,Max HU too low: 1558.0,-1000.0,1558.0,-720.173361232204,427.5307732450791,2558.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_45.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-681.3607086215399,442.6198638257225,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_46.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-724.8101300004103,429.3317932478579,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_47.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-741.987246765019,417.702206599741,3976.0,1.0527000427246094,1.0527000427246094,3.0,False
trainB,patient_48.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-676.2898092785719,438.2439978074915,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_49.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-679.2978067746985,437.4629802218429,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_5.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-784.4574386527947,398.87588690702574,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_50.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-726.0920395878398,416.60046749118635,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_51.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-766.9411925996754,396.46461006863456,3976.0,1.1660000085830688,1.1660000085830688,3.0,False
trainB,patient_52.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-699.0000258601168,431.79272839458207,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_53.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-824.1371616779294,362.51364261408855,3976.0,1.111299991607666,1.111299991607666,3.0,False
trainB,patient_54.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-742.2867039181301,418.2553205042841,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_55.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-694.2613905504022,433.0236908635483,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_56.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-780.6997976867792,383.3481923078368,3976.0,1.111299991607666,1.111299991607666,3.0,False
trainB,patient_57.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-706.6612739775006,440.33060021029877,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_58.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-826.527267431177,362.156618436315,3976.0,1.0254000425338745,1.0254000425338745,3.0,False
trainB,patient_6.nii.gz,LIKELY_CT,1,Max HU too low: 1595.0,-1000.0,1595.0,-775.3052847047622,398.94523201080386,2595.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_60.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-807.5086891753407,382.45134090827673,3976.0,1.1172000169754028,1.1172000169754028,3.0,False
trainB,patient_61.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-772.6559814527043,392.48457384267425,3976.0,1.1620999574661255,1.1620999574661255,3.0,False
